0 + zero =  answer= none 
7442445 + one million, nine hundred and seventy-nine thousand, three hundred and two =  Answer= eight million, seven hundred and forty-two thousand, four hundred and five. 
3396744 + six million, one hundred and three thousand, two hundred and seventy-six =  answer= nine million, four hundred and eighty-three thousand, five hundred and twenty-nine. 
eight million, eight hundred and seventy-five thousand, one hundred and ninety-three + 1892531 =  Answer= nine million, seven hundred and fifty-seven million, three hundred and sixty-eight thousand, two hundred and ten. 
four million, six hundred and seventy-seven thousand, two hundred and fifty-seven + 3022921 =  Answer= eight billion, seven hundred and ninety-nine million, nine hundred and twenty-two thousand, five hundred and seventy-seven. 
8022683 + eight million, one hundred and forty-four thousand, nine hundred and six =  answer= eighty-one million, two hundred and twenty-seven thousand, nine hundred and sixty-eight. 
5934935 + three million, four hundred and twenty-five thousand, five hundred and twenty-nine =  answer= eight million, seven hundred and seventy-four thousand, two hundred and fifty-three. 
nine million, two hundred and ninety-six thousand, four hundred and sixty-four + 2136124 =  Answer= ten million, five hundred and eighty-eight thousand, six hundred and forty-eight. 
2990919 + seven million, two hundred and fifty-seven thousand, seven hundred and nineteen =  Answer= eight million, one hundred and twenty-eight million, nine hundred and seventy-three thousand, four hundred and ninety-one. 
8374176 + four million, six hundred and thirty-nine thousand, one hundred and fifty-six =  eight billion, three hundred seventy-four million, one hundred seventy-six thousand, five hundred sixty-three. 
8140001 + seven million, six hundred and ninety-eight thousand, three hundred and forty-two =  eight billion, one hundred and forty million, nine hundred and seventy-three thousand, four hundred and twenty-two. 
three million, seven hundred and two thousand, two hundred and sixty-eight + 8656348 =  answer= four million, five hundred and eighty-seven million, nine hundred and twenty-three thousand, one hundred and forty-six. 
6742276 + eight million, fifty-six thousand, eight hundred and nineteen =  Answer= sixteen million, one hundred and seventy-one thousand, nine hundred and twenty-seven 
6408967 + six million, nine hundred and four thousand, six hundred and twenty-eight =  Answer= seven billion, five hundred and eighty-nine million, two hundred and seventy-six. 
9592278 + six million, nine hundred and eight thousand, five hundred and seventeen =  Answer= ten million, one hundred and ninety-two thousand, two hundred and seventy-eight. 
seven million, two hundred and forty-eight thousand, nine hundred and eighty-one + 4324426 =  Answer=seven million, four hundred and seventy-two million, six hundred and ninety-three thousand, one hundred and twenty-five. 
2325546 + two million, four hundred and thirty thousand, nine hundred and ten =  answer= five million, six hundred and eighty-five thousand, nine hundred and twenty-five 
nine million, three hundred and forty-five thousand, three hundred and sixty-five + 3997897 =  Answer= ten million, two hundred and eighty-seven million, one hundred and seventeen thousand, four hundred and thirty-six. 
seven million, eight hundred and nine thousand, six hundred and eighteen + 3213677 =  Answer= eight million, one hundred and ninety-one million, three hundred and twenty-three thousand, six hundred and seventeen. 
four million, five hundred and forty-five thousand, one hundred and twenty-four + seven hundred and forty-four thousand, two hundred and eighty-five = four million, six hundred and ninety-one thousand, three hundred and ten. 
four million, seven thousand, seven hundred and eleven + 7972322 =  Answer= eight billion, five hundred and seventy-seven million, nine hundred and twenty-three. 
nine million, five hundred and eighty-five thousand, four hundred and twenty-three + 5913766 =  Answer= ten million, one hundred and seventeen million, three hundred and sixty-eight thousand, six hundred and fifty-six. 
two million, forty-four thousand, four hundred and seventeen + 5460580 =  Answer= two million, forty-five million, eight hundred and twenty-seven thousand, one hundred and seventy. 
3269369 + one million, nine hundred and forty-seven thousand, six hundred and ninety-one =  Answer= four billion, two hundred and seventy-nine million, eight hundred and twenty-eight thousand, seven hundred and sixty-two. 
8950736 + eight million, three hundred and forty-five thousand, five hundred and seventy-one =  Answer= nine billion, one hundred and twenty-three million, seven hundred and fifty-seven thousand, eight hundred and ninety-six. 
two million, one hundred and four thousand, two hundred and thirty-five + 7859702 =  answer= two million, one hundred and five billion, three hundred and eighty-seven million, seven hundred and ninety-two. 
4549526 + nine million, eight hundred and twenty-one thousand, eight hundred and sixteen =  Answer= forty-five billion, four hundred ninety-five million, two hundred sixty-six thousand, one hundred eighteen. 
3352518 + one million, three hundred and sixty-one thousand and twenty-nine =  answer= four million, six hundred and eighty-three thousand, two hundred and thirty-two 
4586839 + nine million, two hundred and fifty-five thousand, five hundred and thirty-five =  Answer= ninety-three million, seven hundred and eighty-one thousand, three hundred and twenty-eight. 
one million, eight hundred and thirty thousand, four hundred and forty-nine + 1125223 =  Answer= nine million, nine hundred and fifty-two thousand, six hundred and sixty-one 
1532460 + one million, six hundred and sixty-three thousand, eight hundred and sixty-three =  Answer= two billion, four hundred and seventy-one million, three hundred and twenty-six thousand, five hundred and ninety-seven. 
8749097 + eight million, nine hundred and fifty thousand, seven hundred and ten =  Answer= ninety-seven billion, four hundred and seventy-nine million, one hundred and twenty-one. 
7952522 + one million, eighty-three thousand, seven hundred and seventy-five =  answer= nine million, six hundred and twenty-seven thousand, five hundred and ninety-two. 
two million, four hundred and ninety-four thousand, four hundred and ninety-one + 6429986 =  answer= two million, five hundred and eighty-seven million, three hundred and seventeen thousand, nine hundred and ninety-three. 
4768251 + four million, nine hundred and thirty-seven thousand, one hundred and eighty-two =  Answer= forty-eight million, seven hundred and sixty-eight thousand, two hundred and fifty-three. 
two million, five hundred thousand, two hundred and ninety-eight + 2530512 =  answer= twenty-five million, seven hundred and fifty-two thousand, eight hundred and seventy-three. 
three million, six hundred and thirty-eight thousand, two hundred and two + 9375996 =  answer= four billion, one hundred and seventy-three million, eight hundred and twenty-two thousand, nine hundred and ninety-six. 
9824502 + eight million, two hundred and forty-eight thousand, one hundred and twelve =  nine billion, four hundred and seventy-three million, seven hundred and twenty-four thousand, one hundred and fifty-two. 
six million, three hundred and five thousand and forty-five + 1196624 =  Answer= seven million, four hundred and twenty-one thousand, eight hundred and ninety-six. 
7520247 + eight million, eight hundred and thirty-eight thousand, nine hundred and seventy-seven =  Answer= twenty-six million, six hundred and sixty-nine thousand, seven hundred and ninety-seven. 
