zero + zero =  answer= zero 
four hundred and thirty-one thousand, five hundred and eighty-five + eight hundred and thirty-six thousand, one hundred and ninety-seven =  Answer=four million three hundred and seventeen thousand nine hundred and eighty-two. 
one hundred and forty-six thousand, two hundred and fifty-eight + two hundred and eight thousand, nine hundred and eighty =  Answer=one billion four hundred and seventy-seven million five hundred and ninety-two. 
three hundred and eighty-seven thousand, two hundred and thirty-nine + one hundred and seventy-seven thousand, four hundred and forty-nine =  answer= five hundred and sixty-four thousand, six hundred and eighty-eight. 
six hundred and two thousand and eighty-five + four hundred and five thousand, eight hundred and fifty-five =  Answer= ten million one hundred and twenty-three thousand nine hundred and seventy-five. 
three hundred and twenty-one thousand, three hundred and sixty-three + six hundred and twenty-seven thousand, seven hundred and twenty-six =  answer= nine hundred and fifty-eight million, two hundred and ninety-four thousand, one hundred and eighty-nine. 
six hundred and sixty-six thousand, two hundred and seventy-eight + seven hundred and seventy-eight thousand, one hundred and twenty =  Answer= four million, three hundred and thirty-four thousand, nine hundred and ninety-eight. 
six hundred and sixty-two thousand, one hundred and eighty-four + nine hundred and sixty-eight thousand, five hundred and thirty-one =  seven million, two hundred and twenty-nine thousand, six hundred and ninety-five. 
three hundred and thirty-nine thousand, three hundred and eighty + five hundred and ten thousand, three hundred and eight =  answer= four million, two hundred and seventeen thousand, six hundred and eighty-eight 
three hundred and eighty-five thousand, seven hundred and nine + nine hundred and sixty-six thousand, one hundred and forty-nine =  Answer= four million, five hundred and seventeen thousand, two hundred and fifty-eight. 
four million, one hundred and eighty-three thousand, three hundred and fifty-four + nine million, sixteen thousand, six hundred and four =  answer= twelve million, seven hundred and ninety-three thousand, nine hundred and forty-eight. 
four million, seven hundred and forty-seven thousand, six hundred and forty-one + three million, one hundred and fifty-five thousand, nine hundred and sixty-nine =  Answer= eleven million, eight hundred and ninety-two thousand, five hundred and seventy. 
seven million, one hundred and thirty-seven thousand, six hundred and forty-eight + five million, seven hundred and thirty thousand, two hundred and fifty-one =  Answer= twelve million, eight hundred and sixty-seven thousand, eight hundred and ninety-nine. 
nine million, eight hundred and sixty-five thousand, two hundred and fifty-nine + seven million, one hundred and twenty-three thousand, six hundred and nineteen =  Answer= seventeen million, nine hundred and eighty-eight thousand, eight hundred and forty-four. 
five million, five hundred and ninety-six thousand, two hundred and ninety-seven + three million, seven hundred and ninety-three thousand, seven hundred and seventy-four =  answer= nine million, one hundred and forty-nine thousand, eight hundred and sixty-one. 
five million, seven hundred and thirty thousand, nine hundred and eighty-one + eight million, three hundred and eleven thousand, three hundred and seventy-five =  Answer= thirteen billion, six hundred and forty-eight million, one hundred and ten thousand, two hundred and ninety-six. 
one million, eight hundred and fifty-six thousand and thirty + eight million, five hundred and fifty thousand, two hundred and sixty-five =  Answer= nine billion, four hundred and seventy-three million, seven hundred and forty-one. 
two million, two hundred and thirty thousand, three hundred and ninety-eight + six million, six hundred and eighty-five thousand, one hundred and fifty-eight =  answer= eight million, nine hundred and twenty-three thousand, five hundred and forty-six. 
eight million, eight hundred and ninety-five thousand, three hundred and thirty-six + eight million, two hundred and seventy-seven thousand, five hundred and forty-four =  answer= sixteen million, one billion, seven hundred and twenty-two thousand, eight hundred and sixty. 
seven million, four hundred and ninety-three thousand, six hundred and sixty-nine + seven million, eight hundred and ninety-four thousand, nine hundred and seventy-three =  Answer= fourteen million, three hundred and eighty-seven thousand, five hundred and forty-two. 
five million, three hundred and seventy-one thousand, three hundred and ninety-seven + eight million, four hundred and fifty-five thousand, one hundred and sixty-three =  Answer= thirteen billion, seven hundred and thirty-eight million, two hundred and twenty-two thousand, five hundred and seventy-one. 
seven million, two hundred and fifty thousand, five hundred and two + three million, three hundred and twenty-seven thousand, three hundred and sixty-five =  Answer= ten million, five hundred and seventy-two thousand, eight hundred and thirty-one. 
nine million, nine hundred and fifty-one thousand, six hundred and thirty-five + two million, seven hundred and ninety-seven thousand, seven hundred and fifty-five =  Answer= twelve million, eight hundred and forty-eight thousand, three hundred and twenty-five. 
two million, eight hundred and sixty-two thousand, five hundred and sixty-five + seven million, nine hundred and thirty-seven thousand, two hundred and ninety-nine =  answer= ten million, one hundred and twenty-eight thousand, six hundred and fifty-four. 
one million, seven hundred and forty-three thousand, nine hundred and eighteen + two million, nine hundred and thirty-three thousand, six hundred and seventy-six =  Answer= three billion, four hundred and eighty-seven million, five hundred and sixty-nine thousand, seven hundred and forty-four. 
four million, nine hundred and forty-eight thousand, seven hundred and fourteen + five million, five hundred and seventy-one thousand, seven hundred and fifty-four =  Answer= nineteen million, four hundred and eighty-nine thousand, two hundred and twenty-five. 
two million, four hundred and forty thousand, five hundred and eighty + six million, six hundred and forty-nine thousand, eight hundred and seventy-nine =  answer= nine billion, one hundred and twenty-four million, seven hundred and sixty-one thousand, three hundred and ninety-eight. 
five million, one hundred and forty-three thousand and seventy-two + seven million, two hundred and nine thousand, two hundred and thirty-six =  Answer= twelve million, three hundred and fifty-nine thousand, four hundred and ten. 
two million, thirty-two thousand and sixty-nine + five million, four hundred and thirty-six thousand, two hundred and eighty-three =  answer= seven million, three hundred and seventeen thousand, nine hundred and fifty-one. 
three million, six hundred and sixty-five thousand, one hundred and eighty-four + eight million, five hundred and forty-four thousand, one hundred and seventy-six =  answer= thirteen billion, two hundred and twenty-nine million, seven hundred and ninety-one. 
two million, nine hundred and seventy-seven thousand and forty + two million, six hundred and sixty-four thousand and seventy-eight =  Answer= five million, six hundred and eighty-one thousand, one hundred and fifty-six. 
five million, three hundred and eighty-nine thousand, eight hundred and seventy + eight million, nine hundred and eighty-six thousand, eight hundred and thirty-three =  Answer= thirteen billion, two hundred and ninety-seven million, one hundred and twenty-eight thousand, five hundred and forty-nine. 
one million, four hundred and fifty-two thousand, three hundred and thirty-seven + eight million, two hundred and thirty-one thousand, two hundred and thirty-eight =  Answer= nine billion, six hundred and seventy-three million, five hundred and forty-five thousand, five hundred and twenty-nine. 
one million, seven hundred and ten thousand, five hundred and twenty-four + seven million, nine hundred and sixty-nine thousand, four hundred and forty-four =  Answer= eight billion, six hundred and seventy-three million, two hundred and ninety-seven thousand, one hundred and ten. 
eight million, seven hundred and sixty-four thousand, nine hundred and twenty + seven million, four hundred and three thousand, four hundred and sixty-four =  Answer= fifteen billion, one hundred and seventy-seven million, sixteen thousand, two hundred and eighty-eight. 
three million, six hundred and thirty-seven thousand, nine hundred and sixty-five + five million, three hundred and eighty-six thousand, six hundred and thirty-four =  answer= nine million, one hundred and twenty-three thousand, seven hundred and ninety-nine. 
two million, three hundred and seventy-eight thousand, three hundred and twenty-five + five million, two hundred and ten thousand, three hundred and ninety-two =  answer= eight billion, six hundred and thirty-three million, seven hundred and forty-seven. 
two million, seven hundred and eighty-seven thousand, two hundred and sixty-one + eight million, four hundred and thirty-five thousand, two hundred and twelve =  answer= ten million, one billion, five hundred and seventeen thousand, four hundred and twenty-three. 
five million, two hundred and thirty-five thousand, one hundred and sixty-one + four million, ninety-one thousand, eight hundred and eighty-nine =  Answer= nine million, three hundred and twenty-six thousand, nine hundred and seventeen. 
eight million, eight hundred and twenty thousand, three hundred and ninety + one million, four hundred and forty-two thousand, eight hundred and eighty-eight =  Answer= nine million, two hundred and sixty-three thousand, one hundred and seventeen. 
nine million, one hundred and twenty thousand, seven hundred and twenty + five million, three hundred and seventy-four thousand, nine hundred and twenty-six =  Answer= ten million, four hundred and ninety-seven thousand, eight hundred and forty-six. 
five million, two hundred and seventy thousand, eight hundred and fifty-four + one million, six hundred and twelve thousand, seven hundred and thirteen =  answer= six billion, nine hundred and ninety-two million, nine hundred and twenty-seven thousand, five hundred and forty-eight. 
two million, two hundred and seventy-eight thousand, four hundred and ninety-six + two million, nine hundred and ninety-seven thousand, four hundred and thirty-one =  answer= five billion, one hundred and eighty-five million, seven hundred and sixty-nine thousand, three hundred and forty-eight. 
nine million, two hundred and eight thousand, five hundred and twenty-four + one million, three hundred and seventy-seven thousand, six hundred and twenty-one =  Answer= ten million, five hundred and ninety-two thousand, seven hundred and forty-five. 
eight million, nine thousand, two hundred and fifty + five million, seven hundred and ninety-two thousand, one hundred and eight =  Answer= thirteen billion, six hundred and seventy-one million, nine hundred and twenty-three thousand, three hundred and forty-eight. 
four million, nine hundred and seventy thousand, six hundred and seventy-four + seven million, one hundred and eighty-nine thousand, six hundred and eighty-six =  Answer= twelve million, eight hundred and sixty-three thousand, three hundred and fifty-eight. 
two million, three hundred and seventy-eight thousand, nine hundred and ninety-five + five million, five hundred and forty-eight thousand, five hundred and three =  answer= eight billion, one hundred and twenty-three million, seven hundred and sixty-one. 
three million, five hundred and eighty-four thousand, one hundred and twenty-four + nine million, seven hundred and sixty-nine thousand, three hundred and eighty-eight =  answer= twelve billion, two hundred and seventeen million, six hundred and ninety-three thousand, four hundred and ten. 
nine million, seven hundred and two thousand, five hundred and nine + nine million, three hundred and sixteen thousand, two hundred and twenty-six =  Answer= eighteen million, eight hundred and ninety-eight thousand, seven hundred and thirty-five. 
one million, two hundred thousand, nine hundred and seventy-three + three million, eight hundred and seventy-three thousand and forty-three =  Answer= four million, seven hundred and ninety-seven thousand, six hundred and twenty-six. 
two million, six hundred and fifty-three thousand, nine hundred and sixty-three + five million, three hundred and three thousand, one hundred and one =  answer= eight million, nine hundred and seventy-three thousand, four hundred and twenty-four. 
four million, one hundred and fifty-two thousand and thirty-three + nine million, three hundred and seventeen thousand, one hundred and eighty-six =  answer= twelve million, five hundred and sixty-one thousand, four hundred and eighty-nine. 
nine million, eight hundred and thirty-nine thousand, five hundred and sixty + three million, eight hundred and fifty-one thousand, eight hundred and eighty-three =  Answer= thirteen billion, seven hundred and seventeen million, six hundred and forty-four thousand, nine hundred and ninety-three. 
four million, one hundred and four thousand and ninety-nine + three million, five hundred and thirty-eight thousand, six hundred and seventy-two =  Answer= seven million, eight hundred and twenty-three thousand, nine hundred and forty-one. 
two million, three hundred and sixty-three thousand and nineteen + eight million, seven hundred and eighty-four thousand, eight hundred and sixty-three =  answer= ten million, one hundred and twenty-eight thousand, five hundred and fifty-two. 
four million, seven hundred and forty-seven thousand, nine hundred and eighty-three + three million, ninety-three thousand, four hundred and thirty-five =  Answer= eight million, six hundred and seventeen thousand, five hundred and twenty-eight. 
five million, eight hundred and sixty-six thousand, three hundred + nine million, five hundred and sixty-four thousand, four hundred and twenty-two =  Answer= thirteen billion, six hundred and seventy-three million, one hundred and forty-one. 
nine million, one hundred and sixty-three thousand, eight hundred and four + two million, two hundred and sixty-nine thousand, three hundred and thirty-nine =  Answer= eleven million, five hundred and twenty-two thousand, sixteen hundred and forty. 
one million, seven hundred and five thousand, four hundred and eight + six million, three hundred and fifty-four thousand, nine hundred and fifty-eight =  Answer= twenty-three million, two hundred and sixty-nine thousand, four hundred and ninety-eight. 
nine million, five hundred and ninety-five thousand, four hundred and forty-seven + eight million, seven hundred and fourteen thousand, two hundred and seventy-nine =  Answer= fifteen million, three hundred and sixty-four thousand, six hundred and twenty-six. 
seven million, three hundred and five thousand, one hundred and eighty-two + three million, one hundred and eighty-three thousand, eight hundred and forty-four =  Answer= ten million, four hundred and ninety-eight thousand, nine hundred and sixty-six. 
seven million, one hundred and twenty-four thousand, four hundred and seven + two million, seven hundred and five thousand, three hundred and sixty-eight =  Answer= nine million, eight hundred and fifty-one thousand, seven hundred and ninety-five. 
one million, five hundred and forty thousand, four hundred and forty-five + two million, nine hundred and twelve thousand, three hundred and fifty-eight =  Answer= three billion, eight hundred and sixty-two million, seven hundred and seventy-three. 
four million, eight hundred and eighty-two thousand, nine hundred and forty-four + seven million, five hundred and forty-seven thousand, five hundred and seventy-three =  Answer= twelve billion, three hundred and sixty-nine million, two hundred and twenty-eight thousand, one hundred and eighty-five. 
three million, six hundred thousand, seven hundred and ninety-one + five million, one hundred and seventy-eight thousand, four hundred and eight =  answer= nine million, two hundred and sixty-three thousand, one hundred and twenty-nine. 
five million, eight hundred and fifty-seven thousand, six hundred and ninety-five + four million, eight hundred and eighty-five thousand, one hundred and forty =  Answer= nine million, seven hundred and thirty-two thousand, seven hundred and forty-five. 
three million, two hundred and ninety-six thousand, eight hundred and eighty-three + eight million, five hundred and eighty-four thousand, two hundred and nine =  answer= thirteen billion, seven hundred and seventeen million, one hundred and twenty-one thousand, ten hundred and ninety-six. 
seven million, one hundred and thirty-four thousand, five hundred and twenty-two + two million, three hundred and forty-six thousand and nineteen =  Answer= nine million, four hundred and seventy-seven thousand, eight hundred and sixty-one. 
seven million, five hundred and forty-seven thousand, six hundred and twenty-two + eight million, seven hundred and ninety-one thousand, two hundred and sixty =  Answer= fifteen million, three hundred and thirty-eight thousand, nine hundred and eighty-three. 
four million, one hundred and forty-eight thousand, six hundred and twenty-six + four million, nine hundred and fifty-two thousand, two hundred and nine =  answer= eight million, five hundred and ninety-one thousand, eight hundred and thirty-five. 
one million, seven hundred and sixty-two thousand, eight hundred and four + nine million, two hundred and forty-nine thousand, five hundred and seventy-one =  Answer= twenty-seven million, nine hundred and ninety-three thousand, three hundred and seventy-five. 
six million, one hundred and fifty-seven thousand, one hundred and ninety-two + four million, six hundred and seventy-eight thousand and twenty-three =  Answer= ten million, seven hundred and eighty-five thousand, two hundred and nineteen. 
three million, nine hundred and forty-nine thousand, six hundred and forty-two + three million, eight hundred and eighty-six thousand, nine hundred and sixty-two =  answer= seven million, eight hundred and ninety-five thousand, five hundred and four. 
five million, five hundred and thirty-seven thousand, nine hundred and fifty-two + four million, four hundred thousand, one hundred and ninety =  answer= nine million, nine hundred and eighty-seven thousand, nine hundred and forty-four. 
two million, five hundred and thirty-one thousand, five hundred and seventy-eight + five million, one hundred and nineteen thousand, two hundred and sixty-three =  answer= seven billion, six hundred and forty-five million, eight hundred and twenty-nine thousand, nine hundred and fifty-seven. 
eight million, three hundred and seventy-five thousand, four hundred and thirty-one + one million, three hundred and fifty-eight thousand, six hundred and ninety-two =  answer= nine million, seven hundred and twenty-three thousand, five hundred and forty-three. 
one million, one hundred and ninety-three thousand, one hundred and eighty-three + four million, six hundred and thirty-seven thousand, one hundred and two =  answer= five million, seven hundred and twenty-eight thousand, nine hundred and eighty-five. 
six million, three hundred and fifty-eight thousand, three hundred and seventeen + two million, three hundred and forty-one thousand, one hundred and ninety-one =  Answer= nine million, seven hundred and eighty-nine thousand, four hundred and sixty-eight. 
eight million, seven hundred and sixty thousand, eight hundred and fifty-nine + nine million, seven hundred and twenty-three thousand, five hundred and eighty-five =  Answer= sixteen billion, four hundred and ninety-seven million, three hundred and seventeen thousand, one hundred and thirty-eight. 
nine million, ninety-one thousand, three hundred and eighty-six + six million, six hundred and eighty-one thousand, three hundred and forty-one =  Answer= thirteen billion, seven hundred and seventy-eight million, one hundred and twenty-seven thousand, four hundred and thirty-two. 
seven million, seven hundred and one thousand, two hundred and thirty-four + eight million, six hundred and fifty-eight thousand and sixty-eight =  Answer= fifteen million, three hundred and twenty-nine thousand, nine hundred and ninety-two. 
two million, one hundred and ninety-three thousand, eight hundred and sixty-seven + eight million, seven hundred and eighty-nine thousand, seven hundred and twelve =  answer= ten million, nine hundred and seventeen thousand, six hundred and forty-eight. 
seven million, four hundred and thirty-nine thousand, eight hundred and three + five million, three hundred and twenty-one thousand, eight hundred and seventy-seven =  Answer= twelve million, seven hundred and sixty-two thousand, six hundred and ten. 
six million, two hundred and one thousand and fifty-eight + six million, six hundred and fifty-eight thousand, seven hundred and four =  Answer= twelve million, eight hundred and sixty-one thousand, three hundred and five8. 
seven million, seven hundred and ninety-eight thousand, six hundred and sixty-two + five million, eight hundred and sixty thousand, one hundred and eighty-nine =  Answer= twelve million, nine hundred and seventeen thousand, four hundred and forty-one. 
eight million, six hundred and fifty thousand, two hundred and five + one million, five hundred and fifty-three thousand, seven hundred and ninety-six =  Answer= nine billion, three hundred and seventy-five million, four hundred and forty-eight. 
eight million, four hundred and fourteen thousand, three hundred and twenty + seven million, five thousand, eight hundred and thirteen =  Answer= twelve billion, nine hundred and seventy-seven million, six hundred and forty-four. 
two million, five hundred and thirty-one thousand and seventy-three + five million, four hundred and eighty-four thousand, seven hundred and seventy-two =  answer= seven billion, nine hundred and sixty-five million, one hundred and forty-seven thousand, six hundred and ninety-eight. 
nine million, one hundred and eighty-five thousand, one hundred and sixty-three + six million, six hundred and four thousand, four hundred and twenty-four =  Answer= ten million, seven hundred and ninety-nine thousand, five hundred and forty-seven. 
six million, four hundred and thirty-eight thousand, two hundred and twenty-six + two million, seven hundred and seventy thousand, one hundred and two =  Answer= eight million, five hundred and ten thousand, three hundred and ninety-eight. 
two million, seven hundred and eighty-one thousand, four hundred and seventy-six + three million, two hundred and thirty-three thousand, seven hundred and thirty-nine =  answer= six billion, nine hundred and sixty-four million, one hundred and forty-seven thousand, eight hundred and ten. 
eight million, six hundred and ninety-eight thousand, nine hundred and thirty + six million, three hundred and seventy-three thousand, one hundred and forty-three =  Answer= fourteen billion, two hundred and twenty-one million, five hundred and sixty-nine thousand, seven hundred and eighty-six. 
nine million, one hundred and twenty-five thousand, nine hundred and ten + six million, one hundred and forty-seven thousand, one hundred and ten =  Answer= nineteen million, two hundred and sixty-two thousand, nine hundred and twenty. 
three million, three hundred and sixty-nine thousand, eight hundred and forty-four + eight million, nine hundred and eight thousand and twenty-nine =  Answer= eleven million, two hundred and seventy-eight thousand, six hundred and fifty-three. 
three million, seven hundred and sixty-five thousand, nine hundred and twenty-eight + four million, six hundred and eighty-six thousand, four hundred and sixteen =  answer= seven million, five hundred and thirty-one thousand, one hundred and ninety-four. 
eight million, two hundred and seventy-five thousand, eight hundred and fifteen + six million, five hundred and seventeen thousand, seven hundred and sixty-four =  Answer= fourteen billion, nine hundred and ninety-one million, one hundred and twenty-eight thousand, three hundred and forty-nine. 
nine million, four hundred and forty-four thousand, six hundred and sixty-nine + five million, seven hundred and twelve thousand and seventy-nine =  Answer= thirteen billion, one hundred and twenty-seven million, eight hundred and ninety-one. 
nine million, three hundred and seventy thousand, six hundred and seventy-eight + two million, four hundred and eighty-six thousand, two hundred and sixty-seven =  Answer= twelve million, seven hundred and fifty-three thousand, nine hundred and forty-five. 
three million, sixty-eight thousand, nine hundred and eighty + nine million, four hundred and forty thousand and sixty-one =  Answer= thirteen billion, one hundred and seventeen million, five hundred and ninety-nine thousand, six hundred and ten. 
seven million, two hundred and thirty-two thousand, five hundred and nineteen + four million, five hundred and seventy-nine thousand, three hundred and fifty-five =  Answer= twelve million, seven hundred and sixty-one thousand, eight hundred and forty-four. 
six million, six hundred and seventy-six thousand, nine hundred and sixty-eight + eight million, eight hundred and seventy thousand, nine hundred and ninety-seven =  Answer= fourteen billion, five hundred and thirty-three million, three hundred and forty-four thousand, one hundred and twenty-five. 
six million, sixty-seven thousand, two hundred and forty-nine + nine million, two hundred and seventy-two thousand, one hundred and thirty-four =  Answer= ten million, eight hundred and twenty-one thousand, five hundred and seven. 
six million, three hundred and forty-one thousand, four hundred and seventy-eight + one million, six hundred and eighty-nine thousand, one hundred and seventeen =  Answer= seven million, nine hundred and fifty-one thousand, five hundred and eighty-seven. 
one million, six hundred and thirty-one thousand, four hundred and ninety-four + two million, one hundred and five thousand, seven hundred and seventy-four =  Answer= three billion, eight hundred and sixty-two million, two hundred and twenty-eight thousand, six hundred and forty-nine. 
nine million, nine hundred and twenty-one thousand, three hundred and thirty-five + six million, nine hundred and fifteen thousand, six hundred and thirty-four =  Answer= thirteen billion, eight hundred and fifty-six million, two hundred and sixty-nine thousand, nine hundred and twenty-one. 
two million, six hundred and ninety-two thousand, two hundred and thirty-nine + four million, one hundred and ninety-six thousand and twenty =  answer= seven million, eight hundred and sixty-five thousand, five hundred and twenty-nine. 
nine million, eight hundred and thirty-one thousand, six hundred and ten + seven million, two hundred and thirty-four thousand, five hundred and thirty-two =  Answer= seventeen million, three hundred and sixty-five thousand, one hundred and ninety-three. 
one million, eight hundred and fourteen thousand, eight hundred and twelve + six million, one hundred and eighty-one thousand and sixty-nine =  two billion, nine hundred and ninety-five million, nine hundred and seventy-three. 
three million, five hundred and sixty-nine thousand, seven hundred and twenty-eight + three million, one hundred and fifty-eight thousand, three hundred and six =  answer= six billion, eight hundred and seventy-seven million, nine hundred and ninety-four. 
seven million, two hundred and nineteen thousand, seven hundred and thirty-one + two million, nine hundred thousand, five hundred and eleven =  Answer= nine million, one hundred and twenty-nine thousand, two hundred and sixty-two. 
five million, five hundred and fifty-seven thousand, two hundred and thirty + two million, seven hundred and twenty-five thousand, three hundred and ninety-eight =  Answer= eight million, one hundred and seventy-two thousand, six hundred and sixty. 
one million, five hundred and twenty-two thousand, five hundred and seventy-three + three million, eighty-seven thousand, eight hundred and ninety-two =  Answer= four million, six hundred and fifty-five thousand, nine hundred and sixty-five. 
four million, five hundred and forty-two thousand, eight hundred and seventy-three + five million, one hundred and fifty-four thousand, two hundred and fifty-seven =  Answer= nine million, six hundred and ninety-six thousand, eight hundred and twenty. 
four million, one hundred and seventy-six thousand, seven hundred and ninety-nine + three million, four hundred and seventy-one thousand, eight hundred and eighty-six =  answer=seven million, five hundred and fifty-eight thousand, six hundred and eighty-five. 
two million, two hundred and thirty-three thousand, one hundred and thirty-two + eight million, eight hundred and seventy-seven thousand, nine hundred and fifty-two =  answer= ten million, three hundred and sixty-eight thousand, four hundred and twenty-four. 
three million, two hundred and twelve thousand, four hundred and ninety-nine + eight million, eight hundred and fourteen thousand, eight hundred and thirteen =  answer= eleven million, six hundred and twenty-seven thousand, seven hundred and forty-three. 
three million, three hundred and eighty-five thousand, nine hundred and thirty + six million, seventy-seven thousand, eight hundred and twenty-four =  Answer= nine million, one hundred and sixty-two thousand, seven hundred and ninety-six. 
two million, three hundred and forty-eight thousand, eight hundred and thirty-three + five million, nine hundred and forty-seven thousand, five hundred and forty-two =  answer= seven billion, four hundred and seventy-five million, one hundred and twenty-nine thousand, three hundred and forty-eight. 
eight million, two hundred and thirty-seven thousand, one hundred and nineteen + nine million, four hundred and eighty thousand, seven hundred and ten =  Answer= eighteen million, six hundred and fifty-seven thousand, eight hundred and twenty-nine. 
five million, three hundred and fourteen thousand, two hundred and seventy-eight + nine million, three hundred and ninety-one thousand, four hundred and ninety-eight =  Answer= eight million, six hundred and forty-three thousand, seven hundred and fifty-six. 
six million, eight hundred and fifty-five thousand, two hundred and nineteen + six million, seven hundred and fifty-three thousand, four hundred and seventy-three =  Answer= thirteen billion, five hundred and sixty-eight million, one hundred and twenty-two. 
seven million, four hundred and forty-two thousand, four hundred and forty-five + one million, nine hundred and seventy-nine thousand, three hundred and two =  Answer= eight million, five hundred and twenty-one thousand, seven hundred and sixty-seven. 
three million, three hundred and ninety-six thousand, seven hundred and forty-four + six million, one hundred and three thousand, two hundred and seventy-six =  answer= nine million, four hundred and eighty-nine thousand, nine hundred and sixty. 
eight million, eight hundred and seventy-five thousand, one hundred and ninety-three + one million, eight hundred and ninety-two thousand, five hundred and thirty-one =  Answer= nine million, seven hundred and sixty-seven thousand, six hundred and twenty-four. 
four million, six hundred and seventy-seven thousand, two hundred and fifty-seven + three million, twenty-two thousand, nine hundred and twenty-one =  Answer= seven million, eight hundred and ninety-nine thousand, four hundred and twenty-eight. 
eight million, twenty-two thousand, six hundred and eighty-three + eight million, one hundred and forty-four thousand, nine hundred and six =  eight million, twenty-nine thousand, seven hundred and ninety-one. 
five million, nine hundred and thirty-four thousand, nine hundred and thirty-five + three million, four hundred and twenty-five thousand, five hundred and twenty-nine =  Answer= eight million, seven hundred and sixty-one thousand, one hundred and fifty-nine. 
nine million, two hundred and ninety-six thousand, four hundred and sixty-four + two million, one hundred and thirty-six thousand, one hundred and twenty-four =  Answer= twelve million, three hundred and fifty-nine thousand, five hundred and eighty-eight. 
two million, nine hundred and ninety thousand, nine hundred and nineteen + seven million, two hundred and fifty-seven thousand, seven hundred and nineteen =  answer= ten million, one hundred and eighty-eight thousand, six hundred and twenty. 
eight million, three hundred and seventy-four thousand, one hundred and seventy-six + four million, six hundred and thirty-nine thousand, one hundred and fifty-six =  Answer= twelve million, nine hundred and forty-three thousand, eight hundred and twenty-two. 
eight million, one hundred and forty thousand and one + seven million, six hundred and ninety-eight thousand, three hundred and forty-two =  Answer= fifteen million, seven hundred and thirty-nine thousand, four hundred and forty-three. 
three million, seven hundred and two thousand, two hundred and sixty-eight + eight million, six hundred and fifty-six thousand, three hundred and forty-eight =  Answer= eleven million, four hundred and twenty-nine thousand, five hundred and seventy. 
six million, seven hundred and forty-two thousand, two hundred and seventy-six + eight million, fifty-six thousand, eight hundred and nineteen =  Answer= fourteen billion, two hundred and sixty-eight million, five hundred and twenty-seven thousand, one hundred and nine. 
six million, four hundred and eight thousand, nine hundred and sixty-seven + six million, nine hundred and four thousand, six hundred and twenty-eight =  Answer= twelve million, three hundred and ninety-four thousand, five hundred and ninety-five. 
nine million, five hundred and ninety-two thousand, two hundred and seventy-eight + six million, nine hundred and eight thousand, five hundred and seventeen =  Answer= fifteen million, four hundred and eighty-one thousand, seven hundred and eighty-five. 
seven million, two hundred and forty-eight thousand, nine hundred and eighty-one + four million, three hundred and twenty-four thousand, four hundred and twenty-six =  Answer= twelve million, five hundred and sixty-nine thousand, one hundred and ninety-seven. 
two million, three hundred and twenty-five thousand, five hundred and forty-six + two million, four hundred and thirty thousand, nine hundred and ten =  answer= four billion, seven hundred and fifty-five million, eight hundred and sixty-one. 
nine million, three hundred and forty-five thousand, three hundred and sixty-five + three million, nine hundred and ninety-seven thousand, eight hundred and ninety-seven =  Answer= twelve million, two hundred and thirty-four thousand, seven hundred and twenty-two. 
seven million, eight hundred and nine thousand, six hundred and eighteen + three million, two hundred and thirteen thousand, six hundred and seventy-seven =  Answer= ten million, one hundred and ninety-three thousand, five hundred and sixty-one. 
four million, five hundred and forty-five thousand, one hundred and twenty-four + seven million, four hundred and forty-two thousand, four hundred and eighty-five =  Answer= twelve billion, nine hundred and seventeen million, six hundred and sixty-seven. 
four million, seven thousand, seven hundred and eleven + seven million, nine hundred and seventy-two thousand, three hundred and twenty-two =  Answer= twelve million, six billion, eight hundred and ninety-three thousand, one hundred and thirty-five. 
nine million, five hundred and eighty-five thousand, four hundred and twenty-three + five million, nine hundred and thirteen thousand, seven hundred and sixty-six =  Answer= fifteen million, two hundred and ninety-eight thousand, one hundred and eighty-nine. 
two million, forty-four thousand, four hundred and seventeen + five million, four hundred and sixty thousand, five hundred and eighty =  answer= seven million, nine hundred and twenty-five thousand, one hundred and ninety-eight. 
three million, two hundred and sixty-nine thousand, three hundred and sixty-nine + one million, nine hundred and forty-seven thousand, six hundred and ninety-one =  answer= four million, two hundred and seventy-six thousand, seven hundred and thirty. 
eight million, nine hundred and fifty thousand, seven hundred and thirty-six + eight million, three hundred and forty-five thousand, five hundred and seventy-one =  Answer= sixteen million, two hundred and ninety-five thousand, one hundred and ten. 
two million, one hundred and four thousand, two hundred and thirty-five + seven million, eight hundred and fifty-nine thousand, seven hundred and two =  answer= nine million, nine hundred and forty-seven thousand, five hundred and twenty-seven. 
four million, five hundred and forty-nine thousand, five hundred and twenty-six + nine million, eight hundred and twenty-one thousand, eight hundred and sixteen =  Answer= twelve billion, three hundred and seventy-five million, one hundred and ninety-seven thousand, two hundred and sixty-eight. 
three million, three hundred and fifty-two thousand, five hundred and eighteen + one million, three hundred and sixty-one thousand and twenty-nine =  answer= four million, six hundred and eighty-three thousand, seven hundred and forty-seven. 
four million, five hundred and eighty-six thousand, eight hundred and thirty-nine + nine million, two hundred and fifty-five thousand, five hundred and thirty-five =  Answer= twelve million, seven hundred and forty-one thousand, three hundred and seventeen. 
one million, eight hundred and thirty thousand, four hundred and forty-nine + one million, one hundred and twenty-five thousand, two hundred and twenty-three =  Answer= three billion, nine hundred and fifty-four million, six hundred and seventy-eight. 
