a,b,div_4,div_8,div_12
4055,-8280,-0.4897,-0.4897343,-0.489734299517
-4534,6446,-0.7034,-0.70338194,-0.70338194229
6446,-4534,-1.4217,-1.42170269,-1.421702690781
-3114,2876,-1.0828,-1.08275382,-1.082753824757
2876,-3114,-0.9236,-0.92357097,-0.923570969814
-1334,3884,-0.3435,-0.34346035,-0.343460350154
3884,-1334,-2.9115,-2.91154423,-2.911544227886
-9090,-5986,1.5185,1.51854327,1.518543267624
-5986,-9090,0.6585,0.65852585,0.658525852585
-5585,4127,-1.3533,-1.35328326,-1.353283256603
4127,-5585,-0.7389,-0.7389436,-0.738943598926
6898,-5256,-1.3124,-1.31240487,-1.312404870624
-5256,6898,-0.762,-0.76195999,-0.761959988402
-9435,5590,-1.6878,-1.68783542,-1.687835420394
5590,-9435,-0.5925,-0.59247483,-0.592474827769
-4671,6273,-0.7446,-0.7446198,-0.744619799139
6273,-4671,-1.343,-1.34296724,-1.342967244701
-5641,5363,-1.0518,-1.05183666,-1.051836658587
5363,-5641,-0.9507,-0.95071796,-0.950717957809
-4630,1047,-4.4222,-4.42215855,-4.422158548233
1047,-4630,-0.2261,-0.22613391,-0.226133909287
-2875,-2191,1.3122,1.31218622,1.31218621634
-2191,-2875,0.7621,0.76208696,0.762086956522
-2790,2770,-1.0072,-1.00722022,-1.007220216606
2770,-2790,-0.9928,-0.99283154,-0.992831541219
8001,-4382,-1.8259,-1.82587859,-1.825878594249
-4382,8001,-0.5477,-0.54768154,-0.547681539808
9130,-9322,-0.9794,-0.97940356,-0.979403561467
-9322,9130,-1.021,-1.02102957,-1.021029572837
-6172,5012,-1.2314,-1.23144453,-1.231444533121
5012,-6172,-0.8121,-0.81205444,-0.812054439404
-9235,2863,-3.2256,-3.22563744,-3.225637443241
2863,-9235,-0.31,-0.31001624,-0.310016242555
-5307,5360,-0.9901,-0.99011194,-0.990111940299
5360,-5307,-1.01,-1.00998681,-1.009986809874
377,-6891,-0.0547,-0.05470904,-0.054709040778
-6891,377,-18.2785,-18.27851459,-18.278514588859
675,-3143,-0.2148,-0.21476297,-0.21476296532
-3143,675,-4.6563,-4.6562963,-4.656296296296
814,-4168,-0.1953,-0.1952975,-0.195297504798
-4168,814,-5.1204,-5.12039312,-5.120393120393
875,-5732,-0.1527,-0.15265178,-0.152651779484
-5732,875,-6.5509,-6.55085714,-6.550857142857
156,-9667,-0.0161,-0.01613737,-0.016137374573
-9667,156,-61.9679,-61.96794872,-61.967948717949
873,-5444,-0.1604,-0.16036003,-0.16036002939
-5444,873,-6.236,-6.23596793,-6.23596792669
248,-2860,-0.0867,-0.08671329,-0.086713286713
-2860,248,-11.5323,-11.53225806,-11.532258064516
8,-8378,-0.001,-0.00095488,-0.000954881833
-8378,8,-1047.25,-1047.25,-1047.25
259,-5863,-0.0442,-0.04417534,-0.044175336858
-5863,259,-22.6371,-22.63706564,-22.637065637066
-366,2185,-0.1675,-0.16750572,-0.167505720824
2185,-366,-5.9699,-5.96994536,-5.969945355191
-544,-1003,0.5424,0.54237288,0.542372881356
-1003,-544,1.8438,1.84375,1.84375
-367,-5292,0.0693,0.06934996,0.069349962207
-5292,-367,14.4196,14.41961853,14.41961852861
-656,9934,-0.066,-0.06603584,-0.066035836521
9934,-656,-15.1433,-15.14329268,-15.143292682927
-345,2821,-0.1223,-0.12229706,-0.122297057781
2821,-345,-8.1768,-8.17681159,-8.176811594203
377,-6509,-0.0579,-0.0579198,-0.057919803349
-6509,377,-17.2653,-17.26525199,-17.26525198939
-860,3417,-0.2517,-0.25168276,-0.251682762657
3417,-860,-3.9733,-3.97325581,-3.973255813953
17,-9299,-0.0018,-0.00182815,-0.001828153565
-9299,17,-547.0,-547.0,-547.0
609,-8711,-0.0699,-0.06991161,-0.069911606015
-8711,609,-14.3038,-14.30377668,-14.303776683087
-520,-4918,0.1057,0.10573404,0.105734038227
-4918,-520,9.4577,9.45769231,9.457692307692
833,-5134,-0.1623,-0.16225166,-0.162251655629
-5134,833,-6.1633,-6.16326531,-6.163265306122
-275,-5682,0.0484,0.04839845,0.04839845125
-5682,-275,20.6618,20.66181818,20.661818181818
-857,5352,-0.1601,-0.16012706,-0.160127055306
5352,-857,-6.245,-6.24504084,-6.24504084014
-951,-1359,0.6998,0.69977925,0.699779249448
-1359,-951,1.429,1.42902208,1.429022082019
448,-1996,-0.2244,-0.2244489,-0.224448897796
-1996,448,-4.4554,-4.45535714,-4.455357142857
-285,3245,-0.0878,-0.08782743,-0.08782742681
3245,-285,-11.386,-11.38596491,-11.385964912281
781,-5081,-0.1537,-0.1537099,-0.153709899626
-5081,781,-6.5058,-6.50576184,-6.50576184379
486,-7926,-0.0613,-0.06131718,-0.061317183952
-7926,486,-16.3086,-16.30864198,-16.308641975309
534,-1375,-0.3884,-0.38836364,-0.388363636364
-1375,534,-2.5749,-2.57490637,-2.574906367041
-229,-1061,0.2158,0.21583412,0.215834118756
-1061,-229,4.6332,4.63318777,4.633187772926
-314,3013,-0.1042,-0.10421507,-0.104215068038
3013,-314,-9.5955,-9.5955414,-9.595541401274
-820,8580,-0.0956,-0.0955711,-0.095571095571
8580,-820,-10.4634,-10.46341463,-10.463414634146
-604,-5133,0.1177,0.11766998,0.11766997857
-5133,-604,8.4983,8.49834437,8.498344370861
351,-5260,-0.0667,-0.06673004,-0.066730038023
-5260,351,-14.9858,-14.98575499,-14.985754985755
453,-7014,-0.0646,-0.06458512,-0.064585115483
-7014,453,-15.4834,-15.48344371,-15.483443708609
-693,5697,-0.1216,-0.12164297,-0.121642969984
5697,-693,-8.2208,-8.22077922,-8.220779220779
-628,8852,-0.0709,-0.07094442,-0.07094441934
8852,-628,-14.0955,-14.0955414,-14.095541401274
215,-2391,-0.0899,-0.08992054,-0.089920535341
-2391,215,-11.1209,-11.12093023,-11.120930232558
788,-7766,-0.1015,-0.10146794,-0.101467937162
-7766,788,-9.8553,-9.85532995,-9.855329949239
-682,8189,-0.0833,-0.08328245,-0.08328245207
8189,-682,-12.0073,-12.00733138,-12.007331378299
-332,-2052,0.1618,0.16179337,0.16179337232
-2052,-332,6.1807,6.18072289,6.180722891566
-485,-6823,0.0711,0.0710831,0.071083101275
-6823,-485,14.068,14.06804124,14.068041237113
416,-3004,-0.1385,-0.13848202,-0.138482023968
-3004,416,-7.2212,-7.22115385,-7.221153846154
31,-3989,-0.0078,-0.00777137,-0.007771371271
-3989,31,-128.6774,-128.67741935,-128.677419354839
-554,7906,-0.0701,-0.07007336,-0.070073362004
7906,-554,-14.2708,-14.27075812,-14.270758122744
102,-6486,-0.0157,-0.01572618,-0.015726179463
-6486,102,-63.5882,-63.58823529,-63.588235294118
-556,-8250,0.0674,0.06739394,0.067393939394
-8250,-556,14.8381,14.8381295,14.838129496403
123,-9707,-0.0127,-0.01267127,-0.012671268157
-9707,123,-78.9187,-78.91869919,-78.918699186992
102,-3330,-0.0306,-0.03063063,-0.030630630631
-3330,102,-32.6471,-32.64705882,-32.647058823529
-145,-4913,0.0295,0.02951354,0.029513535518
-4913,-145,33.8828,33.88275862,33.88275862069
-56,-6752,0.0083,0.00829384,0.008293838863
-6752,-56,120.5714,120.57142857,120.571428571429
-184,-5425,0.0339,0.03391705,0.033917050691
-5425,-184,29.4837,29.48369565,29.483695652174
473,-5081,-0.0931,-0.09309191,-0.093091911041
-5081,473,-10.7421,-10.74207188,-10.742071881607
-787,4495,-0.1751,-0.17508343,-0.175083426029
4495,-787,-5.7116,-5.7115629,-5.711562897078
-377,-1228,0.307,0.30700326,0.307003257329
-1228,-377,3.2573,3.25729443,3.257294429708
-285,2015,-0.1414,-0.14143921,-0.141439205955
2015,-285,-7.0702,-7.07017544,-7.070175438596
99379,55112,1.8032,1.8032189,1.803218899695
55112,99379,0.5546,0.55456384,0.554563841455
35554,57623,0.617,0.61701057,0.617010568697
57623,35554,1.6207,1.62071778,1.620717781403
51707,22445,2.3037,2.3037202,2.303720204945
22445,51707,0.4341,0.43408049,0.434080492003
53165,28015,1.8977,1.89773336,1.89773335713
28015,53165,0.5269,0.52694442,0.52694441832
21673,26413,0.8205,0.82054291,0.820542914474
26413,21673,1.2187,1.2187053,1.218705301527
32628,93803,0.3478,0.34783536,0.347835357078
93803,32628,2.8749,2.87492338,2.874923378693
32394,53736,0.6028,0.60283609,0.602836087539
53736,32394,1.6588,1.65882571,1.658825708465
96678,87337,1.107,1.10695352,1.106953524852
87337,96678,0.9034,0.90338029,0.903380293345
46169,51535,0.8959,0.89587659,0.895876588726
51535,46169,1.1162,1.11622517,1.116225172735
43287,21012,2.0601,2.06010851,2.060108509423
21012,43287,0.4854,0.48541132,0.485411324416
85032,48616,1.7491,1.74905381,1.749053809445
48616,85032,0.5717,0.5717377,0.571737698749
78664,60171,1.3073,1.30734075,1.307340745542
60171,78664,0.7649,0.76491152,0.764911522424
57570,29719,1.9371,1.93714459,1.937144587638
29719,57570,0.5162,0.51622373,0.516223727636
89611,33316,2.6897,2.68972866,2.689728658903
33316,89611,0.3718,0.37178471,0.37178471393
31529,88902,0.3546,0.35464894,0.354648939281
88902,31529,2.8197,2.81968981,2.819689809382
50029,53189,0.9406,0.94058922,0.940589219575
53189,50029,1.0632,1.06316337,1.063163365248
34711,52283,0.6639,0.66390605,0.663906049768
52283,34711,1.5062,1.50623722,1.506237215868
61013,33398,1.8268,1.82684592,1.826845918917
33398,61013,0.5474,0.54739154,0.547391539508
19619,83866,0.2339,0.2339327,0.233932702168
83866,19619,4.2747,4.27473368,4.274733676538
89570,37169,2.4098,2.40980387,2.409803868815
37169,89570,0.415,0.41497153,0.414971530646
56027,15509,3.6125,3.61254755,3.612547553034
15509,56027,0.2768,0.27681297,0.276812965178
59059,98861,0.5974,0.59739432,0.59739432132
98861,59059,1.6739,1.67393623,1.673936233258
56123,18423,3.0464,3.0463551,3.046355099604
18423,56123,0.3283,0.32826114,0.328261140709
13101,70733,0.1852,0.18521765,0.185217649471
70733,13101,5.3991,5.39905351,5.399053507366
26789,19375,1.3827,1.38265806,1.382658064516
19375,26789,0.7232,0.72324462,0.723244615327
46524,40374,1.1523,1.15232575,1.152325754198
40374,46524,0.8678,0.86781016,0.867810162497
76625,94960,0.8069,0.8069187,0.806918702612
94960,76625,1.2393,1.23928222,1.239282218597
50399,24711,2.0395,2.03953705,2.039537048278
24711,50399,0.4903,0.49030735,0.490307347368
79134,40293,1.964,1.96396396,1.963963963964
40293,79134,0.5092,0.50917431,0.509174311927
84116,96185,0.8745,0.87452305,0.87452305453
96185,84116,1.1435,1.14348043,1.143480431785
71246,81370,0.8756,0.87558068,0.875580680841
81370,71246,1.1421,1.14209921,1.142099205569
76223,35505,2.1468,2.14682439,2.146824390931
35505,76223,0.4658,0.46580428,0.465804284796
78608,82098,0.9575,0.95748983,0.957489829228
82098,78608,1.0444,1.04439752,1.044397516792
41555,80957,0.5133,0.51329718,0.513297182455
80957,41555,1.9482,1.94818915,1.948189146914
35965,65940,0.5454,0.54542008,0.54542007886
65940,35965,1.8334,1.83344919,1.833449186709
67753,86782,0.7807,0.78072642,0.780726417921
86782,67753,1.2809,1.28085841,1.280858412174
92745,71253,1.3016,1.30162941,1.301629405078
71253,92745,0.7683,0.76826783,0.76826783115
46324,46343,0.9996,0.99959001,0.999590013594
46343,46324,1.0004,1.00041015,1.000410154564
22479,36576,0.6146,0.61458333,0.614583333333
36576,22479,1.6271,1.62711864,1.627118644068
38315,94803,0.4042,0.40415388,0.404153876987
94803,38315,2.4743,2.4743051,2.47430510244
20083,21869,0.9183,0.91833189,0.918331885317
21869,20083,1.0889,1.08893094,1.088930936613
46295,43813,1.0566,1.05664985,1.056649852783
43813,46295,0.9464,0.9463873,0.946387298844
69682,25933,2.687,2.68700112,2.687001118266
25933,69682,0.3722,0.37216211,0.372162107861
80214,41330,1.9408,1.94081781,1.940817807888
41330,80214,0.5152,0.51524672,0.515246715037
30591,81751,0.3742,0.37419726,0.374197257526
81751,30591,2.6724,2.6723873,2.672387303455
72027,54095,1.3315,1.3314909,1.331490895647
54095,72027,0.751,0.75103781,0.751037805267
64097,66599,0.9624,0.96243187,0.962431868346
66599,64097,1.039,1.03903459,1.039034588202
37109,73301,0.5063,0.50625503,0.506255030627
73301,37109,1.9753,1.97528901,1.975289013447
54372,63397,0.8576,0.85764311,0.857643106141
63397,54372,1.166,1.16598617,1.165986169352
50974,90612,0.5626,0.56255242,0.562552421313
90612,50974,1.7776,1.77761212,1.777612115981
41923,88527,0.4736,0.47356174,0.473561738227
88527,41923,2.1117,2.11165709,2.111657085609
10912,83705,0.1304,0.13036258,0.13036258288
83705,10912,7.6709,7.67091276,7.670912756598
86075,32959,2.6116,2.61157802,2.611578021178
32959,86075,0.3829,0.38291025,0.382910252687
23374,50524,0.4626,0.46263162,0.462631620616
50524,23374,2.1615,2.16154702,2.161547018054
39375,69128,0.5696,0.56959553,0.569595532924
69128,39375,1.7556,1.75563175,1.755631746032
64306,33781,1.9036,1.90361446,1.903614457831
33781,64306,0.5253,0.52531646,0.525316455696
62669,27292,2.2962,2.29624066,2.296240656603
27292,62669,0.4355,0.43549442,0.43549442308
81394,92259,0.8822,0.88223371,0.882233711616
92259,81394,1.1335,1.1334865,1.133486497776
22028,59299,0.3715,0.37147338,0.371473380664
59299,22028,2.692,2.69198293,2.691982930815
17802,82704,0.2152,0.21524956,0.215249564713
82704,17802,4.6458,4.64577014,4.645770138187
52585,13129,4.0053,4.00525554,4.005255541168
13129,52585,0.2497,0.24967196,0.249671959684
63088,97063,0.65,0.64996961,0.649969607368
97063,63088,1.5385,1.53853348,1.538533477048
50104,26737,1.874,1.87395744,1.873957437259
26737,50104,0.5336,0.53363005,0.533630049497
92928,31398,2.9597,2.95967896,2.959678960443
31398,92928,0.3379,0.33787448,0.337874483471
38238,97541,0.392,0.39201977,0.392019766047
97541,38238,2.5509,2.55089178,2.550891783043
12612,73254,0.1722,0.17216807,0.172168072733
73254,12612,5.8083,5.80827783,5.808277830637
77749,21889,3.552,3.55196674,3.551966741286
21889,77749,0.2815,0.28153417,0.281534167642
49079,27925,1.7575,1.7575291,1.757529095792
27925,49079,0.569,0.56898062,0.568980623077
53459,87715,0.6095,0.60946246,0.609462463661
87715,53459,1.6408,1.64079014,1.640790138237
71699,85358,0.84,0.83997985,0.839979849575
85358,71699,1.1905,1.19050475,1.19050474902
1214,30424,0.0399,0.03990271,0.039902708388
30424,1214,25.061,25.06095552,25.060955518946
4386,42000,0.1044,0.10442857,0.104428571429
42000,4386,9.5759,9.57592339,9.575923392613
978,84479,0.0116,0.01157684,0.011576841582
84479,978,86.3793,86.3793456,86.379345603272
7106,74725,0.0951,0.09509535,0.095095349615
74725,7106,10.5158,10.51576133,10.515761328455
9408,72126,0.1304,0.1304384,0.130438399468
72126,9408,7.6665,7.66645408,7.666454081633
7989,79193,0.1009,0.10088013,0.100880128294
79193,7989,9.9128,9.91275504,9.912755038177
4981,39340,0.1266,0.12661413,0.126614133198
39340,4981,7.898,7.89801245,7.8980124473
8062,66949,0.1204,0.12042002,0.12042002121
66949,8062,8.3043,8.30426693,8.304266931283
6350,44972,0.1412,0.14119897,0.141198968247
44972,6350,7.0822,7.08220472,7.082204724409
8738,95982,0.091,0.0910379,0.09103790294
95982,8738,10.9844,10.9844358,10.984435797665
9551,32633,0.2927,0.29267919,0.292679189777
32633,9551,3.4167,3.41671029,3.416710292116
8261,22721,0.3636,0.36358435,0.36358434928
22721,8261,2.7504,2.75039341,2.750393414841
1693,17411,0.0972,0.09723738,0.097237378669
17411,1693,10.2841,10.28411105,10.284111045481
5936,29464,0.2015,0.2014662,0.201466196036
29464,5936,4.9636,4.96361186,4.963611859838
8047,15879,0.5068,0.50676995,0.50676994773
15879,8047,1.9733,1.97328197,1.973281968435
4767,51529,0.0925,0.09251101,0.092511013216
51529,4767,10.8095,10.80952381,10.809523809524
3970,97473,0.0407,0.04072923,0.040729227581
97473,3970,24.5524,24.55239295,24.552392947103
6749,82963,0.0813,0.08134952,0.081349517255
82963,6749,12.2926,12.29263595,12.292635946066
4575,95895,0.0477,0.04770843,0.047708431097
95895,4575,20.9607,20.96065574,20.960655737705
8850,62021,0.1427,0.1426936,0.142693603779
62021,8850,7.008,7.0080226,7.00802259887
3962,48700,0.0814,0.08135524,0.08135523614
48700,3962,12.2918,12.29177183,12.291771832408
2419,98414,0.0246,0.02457984,0.024579836202
98414,2419,40.6838,40.68375362,40.683753617197
1346,20404,0.066,0.06596746,0.065967457361
20404,1346,15.159,15.1589896,15.158989598811
1131,46539,0.0243,0.0243022,0.024302198156
46539,1131,41.1485,41.14854111,41.148541114058
3714,71280,0.0521,0.05210438,0.052104377104
71280,3714,19.1922,19.19224556,19.192245557351
5973,99906,0.0598,0.0597862,0.059786199027
99906,5973,16.7263,16.72626821,16.726268206931
8169,82651,0.0988,0.09883728,0.098837279646
82651,8169,10.1176,10.11763986,10.117639858
7283,80040,0.091,0.090992,0.090992003998
80040,7283,10.99,10.98997666,10.989976657971
9182,26358,0.3484,0.34835723,0.348357234995
26358,9182,2.8706,2.87061642,2.870616423437
4298,48152,0.0893,0.08925901,0.089259013125
48152,4298,11.2034,11.2033504,11.203350395533
7154,41386,0.1729,0.17286039,0.172860387571
41386,7154,5.785,5.78501538,5.785015376013
9077,68138,0.1332,0.13321495,0.133214946139
68138,9077,7.5067,7.5066652,7.506665197753
4244,79643,0.0533,0.0532878,0.053287796793
79643,4244,18.766,18.76602262,18.76602262017
5604,23081,0.2428,0.24279711,0.242797105845
23081,5604,4.1187,4.11866524,4.118665239115
4512,81072,0.0557,0.05565423,0.055654233274
81072,4512,17.9681,17.96808511,17.968085106383
1224,59511,0.0206,0.02056763,0.020567626153
59511,1224,48.6201,48.62009804,48.620098039216
1039,82897,0.0125,0.01253363,0.012533626066
82897,1039,79.7854,79.78537055,79.785370548604
5812,16625,0.3496,0.34959398,0.349593984962
16625,5812,2.8605,2.86046111,2.860461114935
80,62086,0.0013,0.00128854,0.001288535258
62086,80,776.075,776.075,776.075
6332,35293,0.1794,0.17941235,0.179412348058
35293,6332,5.5738,5.57375237,5.57375236892
3663,63201,0.058,0.05795794,0.057957943703
63201,3663,17.2539,17.25389025,17.25389025389
7520,52935,0.1421,0.14206102,0.14206101823
52935,7520,7.0392,7.03922872,7.039228723404
9070,60294,0.1504,0.15042956,0.150429561814
60294,9070,6.6476,6.64762955,6.64762954796
1769,22865,0.0774,0.07736716,0.07736715504
22865,1769,12.9254,12.92538157,12.925381571509
6078,62974,0.0965,0.09651602,0.096516022485
62974,6078,10.361,10.360974,10.360974004607
2076,44794,0.0463,0.04634549,0.0463454927
44794,2076,21.5771,21.57707129,21.577071290944
5749,68654,0.0837,0.08373875,0.083738747924
68654,5749,11.9419,11.94190294,11.941902939642
15,18325,0.0008,0.00081855,0.000818553888
18325,15,1221.6667,1221.66666667,1221.666666666667
5,45257,0.0001,0.00011048,0.000110480147
45257,5,9051.4,9051.4,9051.4
5911,87593,0.0675,0.06748256,0.067482561392
87593,5911,14.8186,14.81864321,14.818643207579
6552,89267,0.0734,0.07339778,0.073397784176
89267,6552,13.6244,13.6243895,13.624389499389
4134,20456,0.2021,0.2020923,0.202092295659
20456,4134,4.9482,4.94823416,4.948234155781
3380,76537,0.0442,0.04416165,0.044161647308
76537,3380,22.6441,22.64408284,22.644082840237
7792,61955,0.1258,0.1257687,0.125768703091
61955,7792,7.9511,7.9511037,7.951103696099
9932,20316,0.4889,0.48887576,0.488875762945
20316,9932,2.0455,2.04550946,2.045509464358
-99379,-55112,1.8032,1.8032189,1.803218899695
-55112,-99379,0.5546,0.55456384,0.554563841455
35554,-57623,-0.617,-0.61701057,-0.617010568697
-57623,35554,-1.6207,-1.62071778,-1.620717781403
-51707,-22445,2.3037,2.3037202,2.303720204945
-22445,-51707,0.4341,0.43408049,0.434080492003
-53165,-28015,1.8977,1.89773336,1.89773335713
-28015,-53165,0.5269,0.52694442,0.52694441832
21673,-26413,-0.8205,-0.82054291,-0.820542914474
-26413,21673,-1.2187,-1.2187053,-1.218705301527
-32628,93803,-0.3478,-0.34783536,-0.347835357078
93803,-32628,-2.8749,-2.87492338,-2.874923378693
32394,-53736,-0.6028,-0.60283609,-0.602836087539
-53736,32394,-1.6588,-1.65882571,-1.658825708465
96678,-87337,-1.107,-1.10695352,-1.106953524852
-87337,96678,-0.9034,-0.90338029,-0.903380293345
-46169,51535,-0.8959,-0.89587659,-0.895876588726
51535,-46169,-1.1162,-1.11622517,-1.116225172735
-43287,-21012,2.0601,2.06010851,2.060108509423
-21012,-43287,0.4854,0.48541132,0.485411324416
-85032,-48616,1.7491,1.74905381,1.749053809445
-48616,-85032,0.5717,0.5717377,0.571737698749
-78664,60171,-1.3073,-1.30734075,-1.307340745542
60171,-78664,-0.7649,-0.76491152,-0.764911522424
57570,-29719,-1.9371,-1.93714459,-1.937144587638
-29719,57570,-0.5162,-0.51622373,-0.516223727636
89611,-33316,-2.6897,-2.68972866,-2.689728658903
-33316,89611,-0.3718,-0.37178471,-0.37178471393
-31529,88902,-0.3546,-0.35464894,-0.354648939281
88902,-31529,-2.8197,-2.81968981,-2.819689809382
-50029,53189,-0.9406,-0.94058922,-0.940589219575
53189,-50029,-1.0632,-1.06316337,-1.063163365248
-34711,-52283,0.6639,0.66390605,0.663906049768
-52283,-34711,1.5062,1.50623722,1.506237215868
-61013,-33398,1.8268,1.82684592,1.826845918917
-33398,-61013,0.5474,0.54739154,0.547391539508
-19619,-83866,0.2339,0.2339327,0.233932702168
-83866,-19619,4.2747,4.27473368,4.274733676538
-89570,37169,-2.4098,-2.40980387,-2.409803868815
37169,-89570,-0.415,-0.41497153,-0.414971530646
-56027,-15509,3.6125,3.61254755,3.612547553034
-15509,-56027,0.2768,0.27681297,0.276812965178
-59059,98861,-0.5974,-0.59739432,-0.59739432132
98861,-59059,-1.6739,-1.67393623,-1.673936233258
-56123,-18423,3.0464,3.0463551,3.046355099604
-18423,-56123,0.3283,0.32826114,0.328261140709
-13101,70733,-0.1852,-0.18521765,-0.185217649471
70733,-13101,-5.3991,-5.39905351,-5.399053507366
26789,-19375,-1.3827,-1.38265806,-1.382658064516
-19375,26789,-0.7232,-0.72324462,-0.723244615327
-46524,40374,-1.1523,-1.15232575,-1.152325754198
40374,-46524,-0.8678,-0.86781016,-0.867810162497
-76625,94960,-0.8069,-0.8069187,-0.806918702612
94960,-76625,-1.2393,-1.23928222,-1.239282218597
50399,-24711,-2.0395,-2.03953705,-2.039537048278
-24711,50399,-0.4903,-0.49030735,-0.490307347368
79134,-40293,-1.964,-1.96396396,-1.963963963964
-40293,79134,-0.5092,-0.50917431,-0.509174311927
-84116,-96185,0.8745,0.87452305,0.87452305453
-96185,-84116,1.1435,1.14348043,1.143480431785
-71246,-81370,0.8756,0.87558068,0.875580680841
-81370,-71246,1.1421,1.14209921,1.142099205569
-76223,-35505,2.1468,2.14682439,2.146824390931
-35505,-76223,0.4658,0.46580428,0.465804284796
-78608,-82098,0.9575,0.95748983,0.957489829228
-82098,-78608,1.0444,1.04439752,1.044397516792
-41555,80957,-0.5133,-0.51329718,-0.513297182455
80957,-41555,-1.9482,-1.94818915,-1.948189146914
-35965,-65940,0.5454,0.54542008,0.54542007886
-65940,-35965,1.8334,1.83344919,1.833449186709
-67753,-86782,0.7807,0.78072642,0.780726417921
-86782,-67753,1.2809,1.28085841,1.280858412174
-92745,-71253,1.3016,1.30162941,1.301629405078
-71253,-92745,0.7683,0.76826783,0.76826783115
-46324,46343,-0.9996,-0.99959001,-0.999590013594
46343,-46324,-1.0004,-1.00041015,-1.000410154564
-22479,36576,-0.6146,-0.61458333,-0.614583333333
36576,-22479,-1.6271,-1.62711864,-1.627118644068
38315,-94803,-0.4042,-0.40415388,-0.404153876987
-94803,38315,-2.4743,-2.4743051,-2.47430510244
-20083,-21869,0.9183,0.91833189,0.918331885317
-21869,-20083,1.0889,1.08893094,1.088930936613
-46295,-43813,1.0566,1.05664985,1.056649852783
-43813,-46295,0.9464,0.9463873,0.946387298844
-69682,-25933,2.687,2.68700112,2.687001118266
-25933,-69682,0.3722,0.37216211,0.372162107861
-80214,-41330,1.9408,1.94081781,1.940817807888
-41330,-80214,0.5152,0.51524672,0.515246715037
30591,-81751,-0.3742,-0.37419726,-0.374197257526
-81751,30591,-2.6724,-2.6723873,-2.672387303455
72027,-54095,-1.3315,-1.3314909,-1.331490895647
-54095,72027,-0.751,-0.75103781,-0.751037805267
-64097,66599,-0.9624,-0.96243187,-0.962431868346
66599,-64097,-1.039,-1.03903459,-1.039034588202
37109,-73301,-0.5063,-0.50625503,-0.506255030627
-73301,37109,-1.9753,-1.97528901,-1.975289013447
-54372,-63397,0.8576,0.85764311,0.857643106141
-63397,-54372,1.166,1.16598617,1.165986169352
-50974,90612,-0.5626,-0.56255242,-0.562552421313
90612,-50974,-1.7776,-1.77761212,-1.777612115981
-41923,88527,-0.4736,-0.47356174,-0.473561738227
88527,-41923,-2.1117,-2.11165709,-2.111657085609
-10912,83705,-0.1304,-0.13036258,-0.13036258288
83705,-10912,-7.6709,-7.67091276,-7.670912756598
-86075,32959,-2.6116,-2.61157802,-2.611578021178
32959,-86075,-0.3829,-0.38291025,-0.382910252687
23374,-50524,-0.4626,-0.46263162,-0.462631620616
-50524,23374,-2.1615,-2.16154702,-2.161547018054
-39375,69128,-0.5696,-0.56959553,-0.569595532924
69128,-39375,-1.7556,-1.75563175,-1.755631746032
-64306,33781,-1.9036,-1.90361446,-1.903614457831
33781,-64306,-0.5253,-0.52531646,-0.525316455696
62669,-27292,-2.2962,-2.29624066,-2.296240656603
-27292,62669,-0.4355,-0.43549442,-0.43549442308
-81394,-92259,0.8822,0.88223371,0.882233711616
-92259,-81394,1.1335,1.1334865,1.133486497776
-22028,-59299,0.3715,0.37147338,0.371473380664
-59299,-22028,2.692,2.69198293,2.691982930815
-17802,82704,-0.2152,-0.21524956,-0.215249564713
82704,-17802,-4.6458,-4.64577014,-4.645770138187
-52585,-13129,4.0053,4.00525554,4.005255541168
-13129,-52585,0.2497,0.24967196,0.249671959684
63088,-97063,-0.65,-0.64996961,-0.649969607368
-97063,63088,-1.5385,-1.53853348,-1.538533477048
50104,-26737,-1.874,-1.87395744,-1.873957437259
-26737,50104,-0.5336,-0.53363005,-0.533630049497
92928,-31398,-2.9597,-2.95967896,-2.959678960443
-31398,92928,-0.3379,-0.33787448,-0.337874483471
38238,-97541,-0.392,-0.39201977,-0.392019766047
-97541,38238,-2.5509,-2.55089178,-2.550891783043
-12612,73254,-0.1722,-0.17216807,-0.172168072733
73254,-12612,-5.8083,-5.80827783,-5.808277830637
77749,-21889,-3.552,-3.55196674,-3.551966741286
-21889,77749,-0.2815,-0.28153417,-0.281534167642
-49079,-27925,1.7575,1.7575291,1.757529095792
-27925,-49079,0.569,0.56898062,0.568980623077
53459,-87715,-0.6095,-0.60946246,-0.609462463661
-87715,53459,-1.6408,-1.64079014,-1.640790138237
-71699,85358,-0.84,-0.83997985,-0.839979849575
85358,-71699,-1.1905,-1.19050475,-1.19050474902
-1214,-30424,0.0399,0.03990271,0.039902708388
-30424,-1214,25.061,25.06095552,25.060955518946
4386,-42000,-0.1044,-0.10442857,-0.104428571429
-42000,4386,-9.5759,-9.57592339,-9.575923392613
-978,-84479,0.0116,0.01157684,0.011576841582
-84479,-978,86.3793,86.3793456,86.379345603272
-7106,74725,-0.0951,-0.09509535,-0.095095349615
74725,-7106,-10.5158,-10.51576133,-10.515761328455
-9408,72126,-0.1304,-0.1304384,-0.130438399468
72126,-9408,-7.6665,-7.66645408,-7.666454081633
-7989,-79193,0.1009,0.10088013,0.100880128294
-79193,-7989,9.9128,9.91275504,9.912755038177
4981,-39340,-0.1266,-0.12661413,-0.126614133198
